(404.54, 579.79)
(407.14, 578.54)
(409.73, 577.20)
(412.31, 575.78)
(414.89, 574.27)
(417.45, 572.67)
(420.01, 571.01)
(422.54, 569.26)
(425.06, 567.45)
(427.57, 565.57)
(430.05, 563.63)
(432.52, 561.64)
(434.96, 559.58)
(437.39, 557.48)
(439.78, 555.33)
(442.16, 553.13)
(444.51, 550.89)
(446.83, 548.62)
(449.13, 546.32)
(451.41, 543.98)
(453.65, 541.62)
(455.87, 539.24)
(458.06, 536.83)
(460.22, 534.41)
(462.35, 531.98)
(464.45, 529.53)
(466.53, 527.08)
(468.57, 524.62)
(470.59, 522.16)
(472.58, 519.70)
(474.54, 517.25)
(476.47, 514.79)
(478.37, 512.34)
(480.24, 509.91)
(482.09, 507.48)
(483.90, 505.06)
(485.68, 502.66)
(487.44, 500.27)
(489.17, 497.90)
(490.87, 495.55)
(492.54, 493.22)
(494.18, 490.90)
(495.79, 488.61)
(497.37, 486.35)
(498.92, 484.10)
(500.45, 481.89)
(501.94, 479.69)
(503.41, 477.53)
(504.84, 475.39)
(506.24, 473.28)
(507.61, 471.20)
(508.96, 469.14)
(510.26, 467.12)
(511.54, 465.13)
(512.79, 463.17)
(514.00, 461.24)
(515.18, 459.34)
(516.32, 457.48)
(517.43, 455.64)
(518.50, 453.85)
(519.54, 452.08)
(520.54, 450.35)
(521.51, 448.65)
(522.44, 446.99)
(523.33, 445.37)
(524.18, 443.78)
(524.99, 442.22)
(525.76, 440.70)
(526.49, 439.22)
(527.18, 437.78)
(527.83, 436.37)
(528.44, 435.01)
(529.00, 433.68)
(529.52, 432.39)
(530.00, 431.14)
(530.43, 429.92)
(530.82, 428.75)
(531.17, 427.62)
(531.47, 426.53)
(531.72, 425.48)
(531.94, 424.47)
(532.10, 423.50)
(532.22, 422.58)
(532.30, 421.69)
(532.33, 420.85)
(532.31, 420.06)
(532.25, 419.30)
(532.15, 418.59)
(532.00, 417.92)
(531.81, 417.30)
(531.57, 416.72)
(531.30, 416.19)
(530.98, 415.70)
(530.61, 415.25)
(530.21, 414.85)
(529.77, 414.50)
(529.28, 414.19)
(528.76, 413.93)
(528.20, 413.71)
(527.60, 413.54)
(526.97, 413.42)
(526.30, 413.34)
(525.60, 413.31)
(524.86, 413.32)
(524.09, 413.39)
(523.29, 413.49)
(522.47, 413.65)
(521.61, 413.85)
(520.72, 414.10)
(519.81, 414.39)
(518.88, 414.74)
(517.92, 415.13)
(516.94, 415.56)
(515.94, 416.05)
(514.92, 416.58)
(513.88, 417.16)
(512.82, 417.78)
(511.75, 418.46)
(510.66, 419.18)
(509.56, 419.95)
(508.44, 420.76)
(507.32, 421.63)
(506.18, 422.54)
(505.04, 423.50)
(503.89, 424.51)
(502.73, 425.56)
(501.56, 426.67)
(500.39, 427.82)
(499.22, 429.03)
(498.04, 430.28)
(496.86, 431.58)
(495.67, 432.93)
(494.49, 434.33)
(493.31, 435.78)
(492.12, 437.28)
(490.94, 438.83)
(489.75, 440.43)
(488.57, 442.08)
(487.39, 443.78)
(486.22, 445.54)
(485.04, 447.34)
(483.87, 449.19)
(482.70, 451.10)
(481.53, 453.06)
(480.36, 455.07)
(479.20, 457.13)
(478.04, 459.24)
(476.87, 461.41)
(475.72, 463.62)
(474.56, 465.89)
(473.40, 468.20)
(472.24, 470.57)
(471.08, 472.98)
(469.92, 475.45)
(468.75, 477.96)
(467.59, 480.51)
(466.42, 483.12)
(465.25, 485.77)
(464.07, 488.46)
(462.88, 491.19)
(461.69, 493.97)
(460.49, 496.78)
(459.29, 499.63)
(458.07, 502.51)
(456.84, 505.42)
(455.61, 508.37)
(454.36, 511.34)
(453.09, 514.33)
(451.82, 517.34)
(450.52, 520.38)
(449.22, 523.42)
(447.89, 526.47)
(446.55, 529.53)
(445.20, 532.59)
(443.82, 535.64)
(442.43, 538.69)
(441.01, 541.73)
(439.58, 544.75)
(438.13, 547.74)
(436.65, 550.71)
(435.16, 553.65)
(433.65, 556.54)
(432.11, 559.40)
(430.56, 562.20)
(428.99, 564.95)
(427.39, 567.63)
(425.78, 570.25)
(424.15, 572.80)
(422.50, 575.27)
(420.84, 577.65)
(419.15, 579.94)
(417.46, 582.14)
(415.74, 584.24)
(414.02, 586.23)
(412.28, 588.11)
(410.53, 589.87)
(408.77, 591.51)
(407.01, 593.02)
(405.23, 594.41)
(403.46, 595.66)
(401.68, 596.77)
(399.89, 597.75)
(398.11, 598.58)
(396.33, 599.26)
(394.55, 599.80)
(392.78, 600.19)
(391.02, 600.43)
(389.26, 600.51)
(387.52, 600.44)
(385.79, 600.22)
(384.07, 599.85)
(382.37, 599.33)
(380.68, 598.66)
(379.02, 597.84)
(377.37, 596.88)
(375.75, 595.77)
(374.15, 594.52)
(372.58, 593.14)
(371.03, 591.62)
(369.51, 589.97)
(368.02, 588.20)
(366.56, 586.30)
(365.13, 584.29)
(363.72, 582.17)
(362.35, 579.94)
(361.01, 577.61)
(359.70, 575.18)
(358.43, 572.67)
(357.18, 570.07)
(355.97, 567.39)
(354.79, 564.64)
(353.65, 561.83)
(352.53, 558.95)
(351.45, 556.02)
(350.39, 553.04)
(349.37, 550.02)
(348.38, 546.95)
(347.41, 543.86)
(346.47, 540.74)
(345.56, 537.60)
(344.68, 534.45)
(343.82, 531.28)
(342.99, 528.10)
(342.18, 524.93)
(341.39, 521.76)
(340.62, 518.59)
(339.87, 515.44)
(339.13, 512.30)
(338.42, 509.18)
(337.72, 506.08)
(337.03, 503.01)
(336.36, 499.97)
(335.70, 496.96)
(335.05, 493.98)
(334.41, 491.04)
(333.78, 488.14)
(333.15, 485.27)
(332.53, 482.46)
(331.92, 479.68)
(331.31, 476.95)
(330.70, 474.27)
(330.09, 471.64)
(329.47, 469.06)
(328.86, 466.53)
(328.25, 464.05)
(327.64, 461.63)
(327.02, 459.25)
(326.40, 456.93)
(325.77, 454.67)
(325.14, 452.46)
(324.50, 450.30)
(323.85, 448.20)
(323.20, 446.15)
(322.53, 444.16)
(321.86, 442.22)
(321.18, 440.34)
(320.49, 438.51)
(319.80, 436.73)
(319.09, 435.01)
(318.37, 433.35)
(317.65, 431.74)
(316.91, 430.18)
(316.16, 428.67)
(315.41, 427.22)
(314.64, 425.82)
(313.87, 424.48)
(313.09, 423.19)
(312.30, 421.95)
(311.50, 420.76)
(310.69, 419.62)
(309.87, 418.54)
(309.05, 417.50)
(308.22, 416.52)
(307.38, 415.59)
(306.54, 414.71)
(305.70, 413.88)
(304.85, 413.10)
(303.99, 412.37)
(303.13, 411.70)
(302.27, 411.07)
(301.41, 410.49)
(300.55, 409.96)
(299.68, 409.49)
(298.82, 409.06)
(297.96, 408.68)
(297.10, 408.35)
(296.25, 408.08)
(295.40, 407.85)
(294.55, 407.67)
(293.72, 407.54)
(292.88, 407.46)
(292.06, 407.43)
(291.24, 407.45)
(290.44, 407.52)
(289.64, 407.64)
(288.86, 407.81)
(288.09, 408.02)
(287.33, 408.29)
(286.59, 408.60)
(285.86, 408.96)
(285.15, 409.38)
(284.46, 409.84)
(283.79, 410.35)
(283.13, 410.90)
(282.50, 411.51)
(281.89, 412.16)
(281.30, 412.86)
(280.73, 413.61)
(280.18, 414.40)
(279.66, 415.25)
(279.17, 416.14)
(278.70, 417.07)
(278.26, 418.05)
(277.85, 419.08)
(277.47, 420.16)
(277.11, 421.27)
(276.79, 422.44)
(276.50, 423.64)
(276.24, 424.90)
(276.01, 426.19)
(275.82, 427.53)
(275.66, 428.91)
(275.53, 430.33)
(275.44, 431.80)
(275.38, 433.30)
(275.36, 434.85)
(275.38, 436.43)
(275.43, 438.05)
(275.53, 439.72)
(275.66, 441.42)
(275.82, 443.15)
(276.03, 444.93)
(276.28, 446.74)
(276.57, 448.58)
(276.89, 450.46)
(277.26, 452.37)
(277.67, 454.32)
(278.12, 456.29)
(278.61, 458.30)
(279.15, 460.34)
(279.72, 462.40)
(280.34, 464.49)
(281.01, 466.61)
(281.71, 468.76)
(282.46, 470.93)
(283.25, 473.12)
(284.09, 475.34)
(284.97, 477.58)
(285.90, 479.84)
(286.87, 482.11)
(287.89, 484.41)
(288.95, 486.72)
(290.05, 489.04)
(291.21, 491.38)
(292.40, 493.72)
(293.65, 496.08)
(294.94, 498.45)
(296.27, 500.82)
(297.66, 503.20)
(299.08, 505.58)
(300.56, 507.97)
(302.08, 510.35)
(303.65, 512.73)
(305.26, 515.11)
(306.93, 517.48)
(308.63, 519.84)
(310.39, 522.19)
(312.19, 524.52)
(314.03, 526.85)
(315.93, 529.15)
(317.86, 531.43)
(319.85, 533.70)
(321.87, 535.93)
(323.95, 538.14)
(326.06, 540.32)
(328.22, 542.47)
(330.42, 544.59)
(332.66, 546.66)
(334.95, 548.70)
(337.28, 550.69)
(339.64, 552.64)
(342.04, 554.54)
(344.49, 556.39)
(346.96, 558.18)
(349.48, 559.93)
(352.03, 561.61)
(354.61, 563.23)
(357.22, 564.79)
(359.86, 566.28)
(362.53, 567.70)
(365.23, 569.06)
(367.95, 570.34)
(370.70, 571.55)
(373.47, 572.68)
(376.26, 573.73)
(379.06, 574.69)
(381.88, 575.58)
(384.72, 576.38)
(387.57, 577.10)
(390.42, 577.73)
(393.29, 578.27)
(396.16, 578.72)
(399.03, 579.08)
(401.91, 579.35)
(404.78, 579.53)
(407.65, 579.61)
(410.51, 579.60)
(413.36, 579.50)
(416.21, 579.30)
(419.04, 579.01)
(421.85, 578.62)
(424.65, 578.15)
(427.43, 577.58)
(430.18, 576.92)
(432.91, 576.17)
(435.62, 575.33)
(438.30, 574.40)
(440.94, 573.38)
(443.56, 572.28)
(446.14, 571.10)
(448.69, 569.83)
(451.20, 568.48)
(453.67, 567.06)
(456.10, 565.56)
(458.48, 563.98)
(460.83, 562.33)
(463.13, 560.62)
(465.38, 558.83)
(467.59, 556.99)
(469.75, 555.08)
(471.86, 553.11)
(473.92, 551.09)
(475.93, 549.02)
(477.89, 546.89)
(479.79, 544.72)
(481.65, 542.50)
(483.45, 540.24)
(485.20, 537.94)
(486.90, 535.61)
(488.54, 533.24)
(490.13, 530.85)
(491.67, 528.43)
(493.16, 525.98)
(494.59, 523.51)
(495.97, 521.02)
(497.30, 518.52)
(498.57, 516.00)
(499.80, 513.48)
(500.97, 510.94)
(502.09, 508.40)
(503.16, 505.86)
(504.19, 503.31)
(505.16, 500.77)
(506.09, 498.23)
(506.97, 495.70)
(507.80, 493.18)
(508.59, 490.66)
(509.33, 488.16)
(510.03, 485.67)
(510.68, 483.20)
(511.29, 480.75)
(511.86, 478.32)
(512.39, 475.91)
(512.88, 473.52)
(513.33, 471.15)
(513.74, 468.82)
(514.12, 466.51)
(514.45, 464.22)
(514.75, 461.97)
(515.02, 459.75)
(515.25, 457.56)
(515.45, 455.41)
(515.62, 453.29)
(515.76, 451.20)
(515.86, 449.15)
(515.94, 447.14)
(515.98, 445.17)
(516.00, 443.23)
(515.99, 441.34)
(515.95, 439.48)
(515.89, 437.67)
(515.80, 435.90)
(515.69, 434.17)
(515.55, 432.48)
(515.39, 430.84)
(515.21, 429.24)
(515.00, 427.68)
(514.78, 426.18)
(514.53, 424.71)
(514.27, 423.29)
(513.98, 421.92)
(513.68, 420.60)
(513.36, 419.32)
(513.02, 418.08)
(512.67, 416.90)
(512.30, 415.76)
(511.91, 414.67)
(511.51, 413.63)
(511.10, 412.64)
(510.68, 411.70)
(510.24, 410.80)
(509.79, 409.96)
(509.33, 409.16)
(508.85, 408.41)
(508.37, 407.71)
(507.88, 407.06)
(507.38, 406.46)
(506.87, 405.91)
(506.36, 405.41)
(505.84, 404.96)
(505.31, 404.56)
(504.77, 404.20)
(504.23, 403.90)
(503.69, 403.65)
(503.14, 403.45)
(502.59, 403.29)
(502.03, 403.19)
(501.48, 403.14)
(500.92, 403.13)
(500.36, 403.18)
(499.80, 403.28)
(499.24, 403.42)
(498.69, 403.62)
(498.13, 403.87)
(497.57, 404.17)
(497.02, 404.51)
(496.47, 404.91)
(495.92, 405.36)
(495.38, 405.86)
(494.84, 406.40)
(494.31, 407.00)
(493.78, 407.65)
(493.25, 408.35)
(492.74, 409.10)
(492.22, 409.90)
(491.72, 410.75)
(491.22, 411.65)
(490.73, 412.61)
(490.25, 413.61)
(489.77, 414.66)
(489.31, 415.77)
(488.85, 416.93)
(488.40, 418.14)
(487.96, 419.40)
(487.53, 420.71)
(487.10, 422.08)
(486.69, 423.49)
(486.28, 424.96)
(485.88, 426.49)
(485.50, 428.06)
(485.11, 429.69)
(484.74, 431.37)
(484.38, 433.10)
(484.02, 434.89)
(483.68, 436.73)
(483.33, 438.62)
(483.00, 440.57)
(482.67, 442.57)
(482.35, 444.62)
(482.03, 446.73)
(481.72, 448.89)
(481.41, 451.10)
(481.11, 453.36)
(480.81, 455.67)
(480.50, 458.04)
(480.20, 460.45)
(479.90, 462.92)
(479.60, 465.43)
(479.29, 467.99)
(478.98, 470.60)
(478.67, 473.26)
(478.35, 475.96)
(478.03, 478.70)
(477.69, 481.48)
(477.35, 484.30)
(476.99, 487.17)
(476.62, 490.06)
(476.24, 492.99)
(475.84, 495.95)
(475.43, 498.94)
(475.00, 501.96)
(474.54, 505.00)
(474.07, 508.06)
(473.57, 511.13)
(473.05, 514.22)
(472.50, 517.32)
(471.93, 520.42)
(471.33, 523.53)
(470.69, 526.63)
(470.02, 529.73)
(469.33, 532.81)
(468.59, 535.88)
(467.82, 538.92)
(467.01, 541.94)
(466.17, 544.93)
(465.29, 547.89)
(464.36, 550.80)
(463.39, 553.66)
(462.39, 556.48)
(461.34, 559.23)
(460.24, 561.93)
(459.11, 564.56)
(457.92, 567.11)
(456.70, 569.58)
(455.43, 571.98)
(454.11, 574.28)
(452.75, 576.49)
(451.35, 578.60)
(449.90, 580.60)
(448.41, 582.50)
(446.87, 584.29)
(445.29, 585.96)
(443.67, 587.51)
(442.01, 588.94)
(440.32, 590.24)
(438.58, 591.41)
(436.81, 592.45)
(435.00, 593.36)
(433.15, 594.12)
(431.28, 594.75)
(429.37, 595.24)
(427.44, 595.59)
(425.48, 595.80)
(423.50, 595.87)
(421.49, 595.80)
(419.46, 595.59)
(417.41, 595.24)
(415.35, 594.75)
(413.27, 594.12)
(411.18, 593.37)
(409.07, 592.48)
(406.96, 591.46)
(404.85, 590.32)
(402.73, 589.06)
(400.60, 587.67)
(398.48, 586.18)
(396.35, 584.57)
(394.23, 582.86)
(392.12, 581.04)
(390.01, 579.13)
(387.91, 577.12)
(385.82, 575.03)
(383.74, 572.86)
(381.67, 570.61)
(379.61, 568.28)
(377.57, 565.89)
(375.55, 563.44)
(373.54, 560.93)
(371.54, 558.37)
(369.57, 555.76)
(367.61, 553.11)
(365.67, 550.43)
(363.75, 547.71)
(361.84, 544.97)
(359.96, 542.20)
(358.09, 539.42)
(356.25, 536.62)
(354.42, 533.82)
(352.61, 531.00)
(350.83, 528.19)
(349.06, 525.38)
(347.30, 522.57)
(345.57, 519.77)
(343.85, 516.99)
(342.15, 514.22)
(340.46, 511.47)
(338.79, 508.74)
(337.14, 506.03)
(335.50, 503.35)
(333.88, 500.69)
(332.26, 498.07)
(330.67, 495.47)
(329.08, 492.91)
(327.50, 490.38)
(325.94, 487.89)
(324.39, 485.44)
(322.85, 483.02)
(321.32, 480.64)
(319.80, 478.30)
(318.29, 476.00)
(316.78, 473.75)
(315.29, 471.53)
(313.81, 469.36)
(312.33, 467.23)
(310.87, 465.14)
(309.41, 463.10)
(307.97, 461.10)
(306.53, 459.14)
(305.10, 457.23)
(303.69, 455.36)
(302.28, 453.53)
(300.89, 451.75)
(299.51, 450.02)
(298.14, 448.32)
(296.78, 446.67)
(295.43, 445.07)
(294.10, 443.50)
(292.79, 441.98)
(291.49, 440.51)
(290.21, 439.08)
(288.95, 437.69)
(287.71, 436.35)
(286.48, 435.04)
(285.28, 433.79)
(284.10, 432.57)
(282.95, 431.40)
(281.82, 430.27)
(280.71, 429.19)
(279.64, 428.15)
(278.59, 427.15)
(277.57, 426.20)
(276.58, 425.29)
(275.62, 424.42)
(274.70, 423.60)
(273.81, 422.82)
(272.96, 422.08)
(272.14, 421.39)
(271.36, 420.74)
(270.62, 420.13)
(269.92, 419.57)
(269.27, 419.05)
(268.65, 418.58)
(268.08, 418.15)
(267.55, 417.76)
(267.06, 417.42)
(266.62, 417.12)
(266.23, 416.87)
(265.88, 416.66)
(265.58, 416.49)
(265.33, 416.37)
(265.12, 416.29)
(264.97, 416.26)
(264.86, 416.27)
(264.80, 416.32)
(264.79, 416.42)
(264.83, 416.57)
(264.92, 416.75)
(265.05, 416.98)
(265.24, 417.26)
(265.47, 417.58)
(265.75, 417.94)
(266.08, 418.35)
(266.46, 418.80)
(266.88, 419.29)
(267.35, 419.82)
(267.86, 420.40)
(268.42, 421.03)
(269.03, 421.69)
(269.67, 422.40)
(270.36, 423.15)
(271.09, 423.95)
(271.85, 424.78)
(272.66, 425.66)
(273.51, 426.58)
(274.39, 427.55)
(275.31, 428.55)
(276.26, 429.60)
(277.25, 430.69)
(278.27, 431.82)
(279.32, 433.00)
(280.40, 434.21)
(281.51, 435.47)
(282.65, 436.77)
(283.82, 438.11)
(285.01, 439.49)
(286.22, 440.91)
(287.46, 442.37)
(288.73, 443.88)
(290.01, 445.43)
(291.32, 447.02)
(292.64, 448.65)
(293.99, 450.32)
(295.35, 452.03)
(296.73, 453.78)
(298.13, 455.58)
(299.54, 457.41)
(300.97, 459.29)
(302.42, 461.21)
(303.88, 463.17)
(305.35, 465.17)
(306.84, 467.21)
(308.34, 469.28)
(309.86, 471.40)
(311.39, 473.56)
(312.93, 475.76)
(314.49, 477.99)
(316.06, 480.27)
(317.64, 482.58)
(319.24, 484.92)
(320.85, 487.30)
(322.48, 489.72)
(324.11, 492.17)
(325.77, 494.65)
(327.44, 497.16)
(329.12, 499.71)
(330.82, 502.28)
(332.54, 504.87)
(334.27, 507.49)
(336.03, 510.13)
(337.79, 512.79)
(339.58, 515.47)
(341.38, 518.17)
(343.21, 520.87)
(345.05, 523.59)
(346.91, 526.31)
(348.79, 529.04)
(350.69, 531.76)
(352.61, 534.48)
(354.55, 537.20)
(356.52, 539.90)
(358.50, 542.59)
(360.50, 545.26)
(362.52, 547.90)
(364.56, 550.52)
(366.62, 553.10)
(368.70, 555.65)
(370.80, 558.16)
(372.92, 560.62)
(375.05, 563.03)
(377.20, 565.39)
(379.36, 567.68)
(381.54, 569.91)
(383.73, 572.06)
(385.94, 574.15)
(388.15, 576.15)
(390.37, 578.06)
(392.61, 579.89)
(394.84, 581.63)
(397.08, 583.26)
(399.33, 584.79)
(401.57, 586.22)
(403.81, 587.53)
(406.05, 588.74)
(408.28, 589.82)
(410.51, 590.78)
(412.73, 591.62)
(414.93, 592.33)
(417.12, 592.92)
(419.30, 593.37)
(421.45, 593.69)
(423.59, 593.88)
(425.70, 593.93)
(427.79, 593.85)
(429.86, 593.63)
(431.89, 593.27)
(433.89, 592.78)
(435.87, 592.16)
(437.80, 591.40)
(439.70, 590.51)
(441.57, 589.49)
(443.39, 588.34)
(445.17, 587.07)
(446.92, 585.67)
(448.62, 584.16)
(450.27, 582.52)
(451.88, 580.78)
(453.45, 578.92)
(454.96, 576.96)
(456.44, 574.90)
(457.86, 572.74)
